ad_id,provider,target_age,impressions,spend,headline,body
ad_178,PayPal Pay Later,35-44,3850,3022.56,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_179,Affirm,45-54,7964,2122.91,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_180,Affirm,25-34,4322,962.64,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_181,Afterpay,18-24,2648,1977.01,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_182,Klarna,25-34,5120,2013.41,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_183,Sezzle,25-34,3404,1386.06,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_184,Afterpay,35-44,4335,2397.47,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_185,Klarna,25-34,1044,3539.38,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_186,Afterpay,35-44,5610,1397.12,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_187,Afterpay,18-24,7883,4046.78,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_188,Klarna,55-64,796,2732.41,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_189,Klarna,25-34,2377,3476.77,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_190,Affirm,25-34,4580,943.85,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_191,Affirm,18-24,3669,646.59,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_192,Affirm,25-34,5749,321.67,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_193,Afterpay,35-44,6579,233.19,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout.
ad_194,Zip,25-34,3228,2233.11,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_195,Zip,35-44,8211,1627.82,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_196,Sezzle,25-34,3236,4698.39,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_197,PayPal Pay Later,18-24,8651,3847.58,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_198,Sezzle,25-34,598,2021.52,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_199,Zip,25-34,5259,1231.95,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_200,PayPal Pay Later,18-24,4696,2966.09,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_201,PayPal Pay Later,18-24,6273,591.86,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_202,Zip,55-64,1558,2963.34,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_203,PayPal Pay Later,25-34,6646,876.82,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_204,Afterpay,25-34,1851,4161.68,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_205,Afterpay,18-24,5417,1141.41,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_206,Afterpay,35-44,4990,1120.8,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_207,Zip,65+,9839,910.78,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_208,Affirm,25-34,27880,3751.96,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_209,Zip,25-34,1531,502.86,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_210,Afterpay,18-24,3967,3293.45,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_211,Afterpay,18-24,4164,1300.61,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_212,Sezzle,18-24,5172,591.87,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_213,Sezzle,45-54,3099,2500.98,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_214,Afterpay,35-44,11202,2850.37,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_215,PayPal Pay Later,25-34,961,4347.4,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_216,Afterpay,45-54,6771,3502.48,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_217,Afterpay,35-44,4950,835.1,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today."
ad_218,Affirm,25-34,1733,4548.07,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_219,Affirm,35-44,5647,2561.97,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_220,PayPal Pay Later,18-24,1106,1914.64,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_221,PayPal Pay Later,18-24,3478,141.22,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_222,Zip,25-34,3552,385.79,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_223,Zip,18-24,4485,2931.74,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now!
ad_224,Affirm,18-24,1658,3255.49,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_225,Zip,18-24,20146,159.51,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_226,Afterpay,25-34,544,4985.77,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_227,Sezzle,45-54,1985,2658.77,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_228,Afterpay,18-24,3803,3289.83,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_229,Klarna,55-64,1695,204.95,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_230,Sezzle,25-34,648,4920.69,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_231,Zip,25-34,1492,3741.89,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_232,Klarna,25-34,931,2739.0,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_233,Klarna,45-54,38717,3894.15,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_234,Affirm,35-44,1159,211.0,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
